2017-01-01
1.00000,0.68419,0.52658,0.49359,0.41669,0.38942,0.00000
1.00000,0.71217,0.55113,0.51965,0.44371,0.39526,0.00544
1.00000,0.74075,0.57713,0.54754,0.47334,0.40400,0.01441
1.00000,0.76883,0.60305,0.57537,0.50292,0.41357,0.02356
1.00000,0.79615,0.62881,0.60309,0.53202,0.42328,0.03256
1.00000,0.82274,0.65440,0.63129,0.56213,0.43227,0.04105
1.00000,0.84625,0.67854,0.65948,0.59274,0.43797,0.04771
1.00000,0.86860,0.70221,0.68726,0.62286,0.43919,0.05237
1.00000,0.88526,0.72148,0.70962,0.64659,0.43913,0.05544
1.00000,0.89220,0.73255,0.72257,0.65714,0.43519,0.05544
1.00000,0.89402,0.73857,0.72892,0.65758,0.42648,0.05380
1.00000,0.89757,0.74698,0.73703,0.65911,0.41570,0.05317
1.00000,0.90149,0.75555,0.74625,0.66269,0.40789,0.05546
1.00000,0.89965,0.75601,0.74762,0.66141,0.40418,0.06138
1.00000,0.89306,0.75295,0.74280,0.65653,0.40600,0.06918
1.00000,0.88766,0.75172,0.73722,0.65271,0.41313,0.07782
1.00000,0.88393,0.75384,0.73596,0.65415,0.42338,0.08561
1.00000,0.88281,0.74733,0.72889,0.65187,0.42713,0.08946
1.00000,0.88288,0.73177,0.71352,0.64209,0.42279,0.08861
1.00000,0.88353,0.71866,0.69744,0.62985,0.41575,0.08316
1.00000,0.88506,0.70898,0.68366,0.62017,0.41675,0.08554
1.00000,0.88490,0.69731,0.67062,0.61022,0.42358,0.09367
1.00000,0.88272,0.68223,0.65808,0.59726,0.43032,0.10225
1.00000,0.87839,0.66555,0.64527,0.58299,0.43767,0.11299
1.00000,0.87406,0.65703,0.63775,0.57329,0.45324,0.12919
1.00000,0.87297,0.65705,0.63742,0.57105,0.47791,0.14932
1.00000,0.87245,0.66140,0.64301,0.57496,0.50418,0.16874
1.00000,0.87231,0.66890,0.65317,0.58305,0.52508,0.18236
1.00000,0.87361,0.67834,0.66506,0.59264,0.53807,0.19087
1.00000,0.87983,0.69317,0.67948,0.60383,0.54518,0.19517
1.00000,0.89071,0.71415,0.69865,0.62059,0.54959,0.19819
1.00000,0.90096,0.73337,0.71615,0.63737,0.54861,0.19709
1.00000,0.91064,0.75026,0.73182,0.65207,0.54271,0.19207
1.00000,0.91841,0.76368,0.74394,0.66308,0.53427,0.18639
1.00000,0.92333,0.77317,0.75155,0.66805,0.52492,0.18180
1.00000,0.92562,0.77828,0.75443,0.66730,0.51682,0.17725
1.00000,0.92159,0.77306,0.74812,0.66060,0.51298,0.17295
1.00000,0.90959,0.75838,0.73398,0.64904,0.51171,0.16801
1.00000,0.89520,0.73774,0.71503,0.62928,0.51082,0.16131
1.00000,0.88581,0.71816,0.69582,0.60385,0.50863,0.15316
1.00000,0.88259,0.70418,0.68015,0.58024,0.50538,0.14333
1.00000,0.88282,0.69345,0.66810,0.56290,0.50259,0.13287
1.00000,0.88673,0.68654,0.66232,0.55371,0.49943,0.12362
1.00000,0.89632,0.68817,0.66675,0.55541,0.49456,0.11690
1.00000,0.91141,0.69864,0.68012,0.56534,0.48366,0.11028
1.00000,0.92392,0.71053,0.69314,0.57437,0.46554,0.10362
1.00000,0.92963,0.71281,0.69637,0.57661,0.44590,0.09798
1.00000,0.93134,0.71019,0.69656,0.58097,0.43397,0.09731
1.00000,0.92949,0.70466,0.69466,0.58444,0.42652,0.09693
1.00000,0.92451,0.69574,0.68702,0.58028,0.41881,0.09457
1.00000,0.91938,0.68855,0.67832,0.57347,0.41882,0.09810
1.00000,0.91325,0.68132,0.66846,0.56686,0.42829,0.10815
1.00000,0.90262,0.67196,0.65669,0.55920,0.43575,0.10854
1.00000,0.88779,0.66713,0.64869,0.55441,0.43945,0.10246
1.00000,0.87328,0.66983,0.64626,0.55192,0.43936,0.09710
1.00000,0.86160,0.67511,0.64526,0.54988,0.43571,0.09265
1.00000,0.85005,0.68085,0.64222,0.54668,0.43051,0.08458
1.00000,0.83639,0.68536,0.63876,0.54494,0.42398,0.07139
1.00000,0.82197,0.68874,0.63528,0.54334,0.41918,0.05752
1.00000,0.81480,0.69486,0.63184,0.53959,0.41518,0.04851
1.00000,0.82461,0.70256,0.62823,0.53588,0.41182,0.04597
1.00000,0.83826,0.71155,0.62881,0.53835,0.41648,0.05072
1.00000,0.85021,0.71915,0.63487,0.54704,0.42899,0.06033
1.00000,0.85892,0.72278,0.64284,0.55315,0.44090,0.07108
1.00000,0.86875,0.72430,0.65062,0.55351,0.44623,0.08305
1.00000,0.88755,0.73110,0.66425,0.55578,0.45047,0.09677
1.00000,0.90711,0.70905,0.65051,0.53776,0.43929,0.10291
1.00000,0.90978,0.68049,0.63234,0.52175,0.42972,0.10230
1.00000,0.91012,0.65297,0.61480,0.50765,0.42200,0.09372
1.00000,0.91010,0.62704,0.59361,0.49185,0.41169,0.08253
1.00000,0.90997,0.60527,0.57195,0.47632,0.39682,0.07208
1.00000,0.90906,0.58748,0.55116,0.46297,0.37990,0.06128
1.00000,0.90487,0.59450,0.55256,0.46947,0.37983,0.05279
1.00000,0.89994,0.59878,0.55407,0.47695,0.37922,0.04548
1.00000,0.89505,0.60032,0.55669,0.48757,0.38089,0.04100
1.00000,0.89303,0.60630,0.56622,0.50316,0.38657,0.04345
1.00000,0.89298,0.61546,0.57940,0.51823,0.39580,0.05393
1.00000,0.89287,0.62730,0.59520,0.53344,0.41041,0.06586
1.00000,0.89514,0.64133,0.61375,0.55050,0.43026,0.07942
1.00000,0.90160,0.65927,0.63551,0.57209,0.45155,0.09581
1.00000,0.90955,0.68069,0.65927,0.59198,0.46629,0.11389
1.00000,0.91367,0.69675,0.67508,0.60141,0.47239,0.13035
1.00000,0.91213,0.70276,0.67961,0.59985,0.47013,0.13783
1.00000,0.90678,0.70145,0.67693,0.59276,0.46369,0.13617
1.00000,0.90146,0.69730,0.66955,0.58458,0.45693,0.13131
1.00000,0.89545,0.69056,0.65771,0.57467,0.44635,0.12331
1.00000,0.88744,0.68029,0.64123,0.56073,0.43001,0.10919
1.00000,0.87805,0.66667,0.62106,0.54080,0.40841,0.09042
1.00000,0.87066,0.65364,0.60298,0.52041,0.38781,0.07053
1.00000,0.86637,0.64366,0.58784,0.50344,0.36902,0.05169
1.00000,0.86386,0.63610,0.57507,0.48980,0.35153,0.03757
1.00000,0.86327,0.63180,0.56875,0.48292,0.33937,0.03276
1.00000,0.85589,0.65942,0.59750,0.50663,0.35123,0.03819
1.00000,0.84329,0.68433,0.62740,0.53181,0.37108,0.04331
1.00000,0.82398,0.70460,0.65152,0.55434,0.39333,0.04597
1.00000,0.80547,0.72789,0.67261,0.57603,0.41556,0.05046
1.00000,0.78607,0.76163,0.69915,0.60325,0.43731,0.05421
1.00000,0.77208,0.77208,0.70144,0.60796,0.43887,0.05243
1.00000,0.76635,0.76630,0.68805,0.59780,0.42805,0.04364
1.00000,0.76672,0.76491,0.67772,0.58892,0.41547,0.03172
1.00000,0.77678,0.77116,0.67526,0.58564,0.40458,0.02559
1.00000,0.79454,0.78525,0.68465,0.59303,0.40179,0.02558
1.00000,0.81400,0.80180,0.69424,0.59881,0.40937,0.02786
1.00000,0.82966,0.81410,0.69360,0.59510,0.41856,0.03027
1.00000,0.84081,0.81995,0.68575,0.58589,0.42583,0.03138
1.00000,0.84954,0.82042,0.67453,0.57235,0.42967,0.03158
1.00000,0.85312,0.81493,0.66076,0.55537,0.42852,0.03053
1.00000,0.85152,0.80247,0.64100,0.53072,0.42447,0.02905
1.00000,0.84510,0.78107,0.61349,0.49946,0.41744,0.02726
1.00000,0.83996,0.75953,0.59529,0.47738,0.40764,0.02610
1.00000,0.83929,0.74496,0.59505,0.46881,0.40272,0.02754
1.00000,0.84175,0.73606,0.60471,0.46616,0.40217,0.03073
1.00000,0.84761,0.73236,0.61856,0.46703,0.40285,0.03606
1.00000,0.85392,0.73242,0.63182,0.47129,0.40508,0.04253
1.00000,0.85660,0.73269,0.64140,0.47734,0.40989,0.04715
1.00000,0.85787,0.72977,0.64483,0.48158,0.41116,0.04824
1.00000,0.85769,0.72357,0.64116,0.48353,0.40561,0.04709
1.00000,0.85619,0.71523,0.63354,0.48457,0.39642,0.04683
1.00000,0.85476,0.70440,0.62283,0.48614,0.39110,0.04825
1.00000,0.85660,0.69577,0.61283,0.48853,0.39154,0.05172
1.00000,0.86045,0.68643,0.60078,0.48481,0.39195,0.05442
1.00000,0.86306,0.67897,0.58985,0.47643,0.39138,0.05655
1.00000,0.86597,0.67852,0.58497,0.47039,0.39192,0.05819
1.00000,0.87011,0.68070,0.57801,0.46098,0.39139,0.05841
1.00000,0.87375,0.68343,0.56775,0.44686,0.38932,0.05534
1.00000,0.87608,0.68486,0.55910,0.43338,0.38708,0.04867
1.00000,0.87704,0.68399,0.55352,0.42270,0.38345,0.03925
1.00000,0.87966,0.68231,0.55181,0.41624,0.37803,0.03016
1.00000,0.88408,0.67955,0.55208,0.41393,0.37417,0.02465
1.00000,0.88569,0.67127,0.54873,0.41239,0.37200,0.02108
1.00000,0.88300,0.65666,0.54220,0.41001,0.37243,0.01841
1.00000,0.87924,0.64297,0.54151,0.41168,0.37590,0.01848
1.00000,0.86920,0.66314,0.57308,0.44191,0.39835,0.02247
1.00000,0.85965,0.68819,0.60635,0.47648,0.41695,0.02924
1.00000,0.85135,0.70764,0.62983,0.50237,0.42427,0.03340
1.00000,0.84306,0.73054,0.65266,0.52506,0.42676,0.03307
1.00000,0.83590,0.76379,0.68463,0.55154,0.43071,0.03140
1.00000,0.83366,0.79904,0.71801,0.58126,0.43599,0.03091
1.00000,0.83864,0.81970,0.73956,0.60262,0.43673,0.03211
1.00000,0.84211,0.83731,0.75915,0.62055,0.44417,0.03450
1.00000,0.84408,0.84408,0.76842,0.62865,0.44964,0.03684
1.00000,0.84507,0.84507,0.77243,0.63267,0.45343,0.03811
1.00000,0.84260,0.84214,0.77174,0.63252,0.45892,0.03803
1.00000,0.84053,0.84053,0.76435,0.62386,0.46429,0.03694
1.00000,0.84325,0.84325,0.74881,0.60501,0.46803,0.03460
1.00000,0.84830,0.84830,0.72595,0.57956,0.46750,0.03127
1.00000,0.85113,0.85113,0.70246,0.55258,0.46502,0.02600
1.00000,0.85308,0.85232,0.68188,0.52422,0.46076,0.01881
1.00000,0.85398,0.85068,0.66202,0.49438,0.45213,0.01221
1.00000,0.85160,0.84761,0.64448,0.46842,0.44382,0.00817
1.00000,0.84775,0.84386,0.63382,0.45092,0.43473,0.00706
1.00000,0.84359,0.83981,0.63312,0.44352,0.42569,0.00668
1.00000,0.83593,0.83240,0.63626,0.44343,0.41884,0.00545
1.00000,0.82770,0.82497,0.63623,0.44664,0.41192,0.00276
1.00000,0.82363,0.82224,0.63228,0.45374,0.40822,0.00105
1.00000,0.82500,0.82446,0.62852,0.46525,0.40957,0.00294
1.00000,0.83041,0.82905,0.62124,0.47387,0.41219,0.00516
1.00000,0.83666,0.83396,0.60808,0.47493,0.41202,0.00628
1.00000,0.83872,0.83520,0.59054,0.46946,0.40838,0.00669
1.00000,0.83711,0.83333,0.57860,0.46370,0.40619,0.00736
1.00000,0.83427,0.83048,0.57445,0.46089,0.40659,0.00894
1.00000,0.82827,0.82445,0.57508,0.46091,0.40646,0.01054
1.00000,0.81849,0.81485,0.58418,0.46448,0.40696,0.01232
1.00000,0.81152,0.80864,0.60380,0.46443,0.40490,0.01407
1.00000,0.80854,0.80680,0.62659,0.45908,0.39961,0.01687
1.00000,0.80858,0.80682,0.65052,0.45474,0.39548,0.02250
1.00000,0.81375,0.81077,0.67536,0.45699,0.39865,0.03107
1.00000,0.82433,0.82043,0.69677,0.46615,0.40978,0.04216
1.00000,0.83697,0.83285,0.71307,0.47380,0.42044,0.05228
1.00000,0.84672,0.84274,0.71826,0.47549,0.41988,0.05627
1.00000,0.85234,0.84822,0.71684,0.48235,0.41600,0.05470
1.00000,0.85583,0.85105,0.71498,0.50258,0.41879,0.05140
1.00000,0.86004,0.85491,0.71703,0.53032,0.42301,0.04873
1.00000,0.86135,0.85663,0.71712,0.55537,0.42241,0.04420
1.00000,0.85559,0.85160,0.71266,0.56816,0.41564,0.03592
1.00000,0.84749,0.84377,0.70874,0.57183,0.40527,0.02562
1.00000,0.84295,0.83927,0.70922,0.57631,0.39758,0.01977
1.00000,0.84185,0.83847,0.71362,0.58605,0.39685,0.02073
1.00000,0.83847,0.83592,0.71825,0.59423,0.39911,0.02574
1.00000,0.83598,0.83469,0.72713,0.60226,0.40400,0.03125
1.00000,0.83739,0.83713,0.73695,0.60832,0.41155,0.03547
1.00000,0.83928,0.83928,0.73478,0.60425,0.41654,0.03972
1.00000,0.84263,0.84263,0.72322,0.59421,0.41627,0.04348
1.00000,0.84637,0.84637,0.70799,0.58181,0.41106,0.04509
1.00000,0.84966,0.84966,0.69764,0.57002,0.40719,0.04359
1.00000,0.85623,0.85623,0.69417,0.56236,0.40627,0.03981
1.00000,0.86695,0.86695,0.69511,0.55963,0.39887,0.03458
1.00000,0.87922,0.87922,0.70426,0.56480,0.38743,0.02840
1.00000,0.88818,0.88818,0.72357,0.57889,0.38004,0.02349
1.00000,0.89563,0.89563,0.75278,0.60160,0.38071,0.02031
1.00000,0.90414,0.90414,0.78167,0.62458,0.38455,0.01766
1.00000,0.91083,0.91083,0.80111,0.63939,0.38439,0.01494
1.00000,0.91527,0.91527,0.81149,0.64904,0.38217,0.01249
1.00000,0.91772,0.91772,0.81559,0.65690,0.38500,0.01310
1.00000,0.91989,0.91989,0.81484,0.66280,0.39598,0.01648
1.00000,0.92464,0.92464,0.81064,0.66840,0.41089,0.01902
1.00000,0.93060,0.93060,0.79943,0.66692,0.42226,0.01830
1.00000,0.93493,0.93493,0.78612,0.65957,0.42691,0.01633
1.00000,0.93691,0.93691,0.77426,0.65095,0.43007,0.01629
1.00000,0.93930,0.93930,0.76128,0.63907,0.43494,0.01780
1.00000,0.94195,0.94195,0.74439,0.61953,0.43779,0.01888
1.00000,0.94196,0.94196,0.72115,0.58891,0.42958,0.01668
1.00000,0.94074,0.94074,0.70056,0.55849,0.41395,0.01345
1.00000,0.93947,0.93947,0.68913,0.53767,0.40157,0.01403
1.00000,0.93920,0.93920,0.68190,0.52356,0.39758,0.01658
1.00000,0.93983,0.93983,0.67142,0.50806,0.39453,0.01870
1.00000,0.93916,0.93916,0.65814,0.48990,0.38924,0.01829
1.00000,0.93704,0.93704,0.64522,0.47238,0.38228,0.01462
1.00000,0.93273,0.93273,0.62973,0.45683,0.37724,0.01130
1.00000,0.92483,0.92483,0.61151,0.44095,0.37602,0.00884
1.00000,0.91310,0.91310,0.58948,0.42136,0.37262,0.00628
1.00000,0.90087,0.90087,0.57060,0.40451,0.36739,0.00517
1.00000,0.88969,0.88969,0.55879,0.39609,0.36487,0.00742
1.00000,0.88148,0.88148,0.55519,0.39665,0.36388,0.01123
1.00000,0.87445,0.87445,0.55947,0.40533,0.36626,0.01775
1.00000,0.86418,0.86418,0.56926,0.42118,0.37532,0.02598
1.00000,0.85290,0.85290,0.58550,0.44307,0.38997,0.03577
1.00000,0.84016,0.84016,0.60500,0.46604,0.40547,0.04500
1.00000,0.82682,0.82682,0.62369,0.48726,0.41565,0.05149
1.00000,0.81342,0.81342,0.63996,0.50521,0.42130,0.05467
1.00000,0.80025,0.80025,0.65134,0.51685,0.42659,0.05297
1.00000,0.79321,0.79321,0.66082,0.52096,0.42863,0.04761
1.00000,0.79423,0.79423,0.66576,0.51446,0.42639,0.04015
1.00000,0.80297,0.80297,0.66739,0.49941,0.41854,0.03394
1.00000,0.81645,0.81645,0.66905,0.48298,0.40747,0.02941
1.00000,0.83099,0.83099,0.67521,0.47006,0.39942,0.02528
1.00000,0.84784,0.84784,0.68983,0.46603,0.39565,0.02226
1.00000,0.86457,0.86457,0.71130,0.47658,0.39370,0.02240
1.00000,0.87872,0.87872,0.74038,0.50066,0.39076,0.02354
1.00000,0.89173,0.89173,0.77337,0.53597,0.38914,0.02391
1.00000,0.90627,0.90627,0.80714,0.58343,0.38097,0.02198
1.00000,0.92310,0.92310,0.84405,0.63833,0.37086,0.01846
1.00000,0.94092,0.94092,0.88180,0.69658,0.36441,0.01443
1.00000,0.95725,0.95725,0.91493,0.75466,0.35891,0.01103
1.00000,0.97157,0.97157,0.94007,0.81013,0.35354,0.00825
1.00000,0.98354,0.98354,0.95953,0.85844,0.34429,0.00532
1.00000,0.99169,0.99169,0.97562,0.89943,0.33530,0.00269
1.00000,0.99664,0.99664,0.98822,0.93157,0.33711,0.00058
1.00000,0.99710,0.99710,0.99054,0.94014,0.34038,0.00065
1.00000,0.99361,0.99361,0.98401,0.92927,0.34449,0.00296
1.00000,0.98792,0.98792,0.97387,0.90960,0.34622,0.00638
1.00000,0.98088,0.98088,0.96271,0.88250,0.34802,0.01180
1.00000,0.97467,0.97467,0.95224,0.84890,0.35014,0.01895
1.00000,0.97006,0.97006,0.93988,0.80901,0.34969,0.02812
1.00000,0.96705,0.96705,0.92610,0.76794,0.34887,0.03863
1.00000,0.96327,0.96327,0.91073,0.72245,0.35905,0.05127
1.00000,0.95984,0.95984,0.89565,0.67826,0.37411,0.06468
1.00000,0.95772,0.95772,0.88436,0.64491,0.38913,0.07428
1.00000,0.95491,0.95384,0.87081,0.62210,0.40036,0.07875
1.00000,0.95080,0.94424,0.85357,0.60704,0.40769,0.08083
1.00000,0.94397,0.92769,0.83298,0.59190,0.41131,0.08206
1.00000,0.93543,0.90708,0.81336,0.58242,0.41261,0.08245
1.00000,0.92671,0.88276,0.79490,0.58096,0.40924,0.07895
1.00000,0.91994,0.85545,0.76996,0.57436,0.40077,0.07351
1.00000,0.91713,0.82895,0.74378,0.56357,0.39231,0.06871
1.00000,0.91642,0.80679,0.72292,0.55250,0.38802,0.06512
1.00000,0.91842,0.79439,0.71139,0.54789,0.38755,0.06267
1.00000,0.92239,0.78335,0.70053,0.54441,0.38250,0.05728
1.00000,0.92634,0.77474,0.69018,0.54031,0.37464,0.05036
1.00000,0.93186,0.77215,0.68661,0.54026,0.36951,0.04598
1.00000,0.93800,0.77808,0.69454,0.54926,0.36976,0.04473
1.00000,0.94446,0.78839,0.71091,0.56634,0.37331,0.04506
1.00000,0.94808,0.79746,0.72725,0.58361,0.37613,0.04540
1.00000,0.94916,0.80841,0.74296,0.59811,0.37992,0.04769
1.00000,0.94993,0.82171,0.75853,0.60844,0.38321,0.05301
1.00000,0.95131,0.82150,0.76310,0.60739,0.38250,0.05907
1.00000,0.95323,0.81991,0.76997,0.61280,0.38818,0.06643
1.00000,0.95436,0.82085,0.77886,0.62329,0.39643,0.07183
1.00000,0.95347,0.82102,0.78305,0.62930,0.40273,0.07285
1.00000,0.95055,0.82054,0.78176,0.62903,0.40563,0.07042
1.00000,0.94788,0.81878,0.77952,0.62973,0.41102,0.06734
